avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
147,product,,,2,,medium,0.5198980761,Left,3
169,engineering,,0.9919830614,4,,low,0.5687365631,Employed,2
166,finance,1,0.5106507967,4,,high,0.9554010478,Employed,3
151,sales,,,3,,medium,0.9160969283,Employed,3
159,,,,2,,high,0.5177867871,Left,3
253,IT,,0.9541163778,4,,low,0.9240852804,Employed,3
261,,,0.7449154022,4,,medium,0.7155689598,Employed,3
220,engineering,,0.7260182867,3,,low,1,Employed,4
207,sales,,0.8756596694,4,,low,0.8593278729,Employed,10
182,sales,,0.659598551,5,,medium,0.6762195739,Employed,3
261,finance,,0.8226651175,3,,low,0.3702363517,Employed,2
187,marketing,,0.6636783486,3,,medium,0.2697917331,Employed,4
144,support,1,0.6884309716,3,,high,0.644715388,Employed,10
207,engineering,,0.9591344975,2,,medium,0.1970458628,Employed,3
163,marketing,1,0.8113966239,4,,low,0.6412989024,Employed,3
219,product,,0.9711482157,4,,low,0.605988947,Employed,3
145,sales,,0.7829787349,5,,medium,0.543201999,Employed,3
150,,,0.6897145065,5,,medium,0.2579595292,Employed,5
123,sales,,0.548118164,2,,low,0.9462990233,Employed,4
189,engineering,,0.7856422776,3,,low,0.2512712464,Employed,6
226,management,,0.9125202469,5,,medium,0.8451502945,Left,5
158,support,,0.5241374921,2,,medium,0.4508915887,Left,3
204,engineering,,0.5884122075,3,,medium,0.556982202,Employed,3
185,management,1,0.7657938645,4,,high,0.6425206363,Employed,10
212,engineering,,0.5412803485,4,,low,0.8703101431,Employed,3
222,,,0.7365277833,3,,low,0.8799323205,Employed,3
154,product,1,0.5251272551,2,,medium,0.4511300747,Left,3
135,sales,,0.5409374238,2,,low,0.3128955295,Left,5
247,marketing,,0.9275576891,3,,low,0.9077345025,Employed,4
192,sales,,0.9947238767,5,,medium,0.6369983343,Employed,7
220,engineering,,0.9083867525,2,,low,0.6927377325,Employed,3
155,finance,,0.9412470929,6,,medium,0.3714986913,Employed,2
228,sales,,0.6184181173,2,,low,0.9025228504,Employed,2
221,sales,,0.5476134697,5,,low,0.1224464619,Employed,3
241,sales,,0.4795574779,3,,low,0.2589003523,Employed,4
150,support,,0.6926065561,3,,low,0.6967046519,Employed,3
266,finance,,,3,,low,0.8859842322,Employed,3
166,,,0.5504497087,4,,low,0.8045054675,Employed,3
192,engineering,,0.4688811121,2,,low,0.4255809591,Employed,2
198,management,1,0.6223534304,3,,medium,0.6697540463,Employed,2
169,sales,,0.9219824857,5,,medium,0.2473430818,Employed,5
139,sales,,0.7125980776,4,,low,0.9098505948,Employed,3
228,support,,0.6518546718,4,,low,0.4928968832,Employed,3
267,finance,1,0.5743093361,4,,medium,0.7737364131,Employed,3
173,support,,0.7341173947,5,,medium,0.1495426144,Employed,4
286,support,,0.8475904109,6,,low,0.08645508266,Left,4
123,engineering,,0.5105911523,2,,medium,0.4249351283,Employed,3
151,sales,,,2,,medium,0.4018914167,Left,3
181,IT,,0.8041070091,5,,medium,0.4244402135,Employed,5
137,information_technology,,0.4505071673,3,,low,0.169864802,Employed,5
211,sales,,0.8245266555,3,,medium,0.5123487329,Employed,3
208,engineering,1,0.9826637057,5,,medium,0.7529389319,Employed,4
258,engineering,,0.9625628128,4,,high,0.8119639244,Employed,3
148,support,,0.6490025276,4,,low,0.7238806963,Employed,2
177,sales,1,0.5749293103,4,,medium,0.75456361,Employed,4
202,engineering,,0.9887076825,3,,medium,0.572447942,Employed,2
127,IT,,0.510952603,2,,low,0.4293864374,Left,3
285,finance,,0.6209756813,5,,low,0.2170574796,Employed,5
189,support,,0.5139934981,4,,low,0.4901521825,Employed,3
259,sales,,0.660630741,4,,medium,0.5334727608,Employed,2
268,finance,,0.815339849,4,,low,1,Employed,3
182,sales,,0.8221986503,5,,high,0.3961948255,Employed,5
246,marketing,1,0.5563712896,4,,medium,0.8062974402,Employed,3
134,product,,0.5309706743,5,,low,0.5555618054,Employed,3
184,marketing,,,5,,low,0.8175951804,Employed,3
269,finance,,0.9320094345,6,,medium,0.06331305598,Left,4
286,product,,0.8139224733,7,,low,0.07777757177,Left,4
145,engineering,,0.3462251443,4,,medium,0.6286787936,Employed,5
169,,,0.8321237843,3,,low,0.7536058274,Employed,3
238,sales,,0.9188915129,4,,medium,0.9097774828,Left,5
259,sales,1,0.7882255425,4,,medium,0.3808084996,Employed,7
215,engineering,,0.7624797944,5,,low,0.2067569915,Employed,4
253,support,,0.6793507318,5,,low,0.1563029884,Employed,5
136,support,,0.899508314,3,,low,0.7936241604,Employed,3
170,sales,,0.7172128021,4,,low,0.2229282656,Employed,5
253,support,1,0.7302505414,3,,low,0.7381879628,Employed,4
228,support,,0.9004301539,4,,low,0.8475548417,Left,5
229,product,,0.9657439396,4,,low,0.6375253744,Employed,4
127,support,1,0.5325735183,2,,low,0.3977730888,Left,3
141,support,1,0.738845246,3,,low,0.3197852389,Employed,2
167,sales,,0.6511093592,3,,medium,0.9456078887,Employed,3
273,sales,,0.9121820134,6,,low,0.04609360553,Left,5
306,marketing,,0.9277588266,7,,low,0.1025893339,Left,4
123,product,,0.6399685617,5,,low,0.6139968838,Employed,2
142,,,0.5318335843,4,,low,0.3867779865,Employed,2
172,procurement,,,3,,medium,0.5047357367,Employed,2
257,finance,,1,4,,medium,0.8651311056,Left,5
229,support,,0.6761534231,3,,medium,0.3686580358,Employed,6
271,,,0.970403919,3,,low,0.7591497348,Employed,5
98,sales,,0.9647387642,2,,medium,0.7405782452,Employed,5
172,sales,,0.8569562695,4,,medium,0.6166024784,Employed,3
132,engineering,,0.5030588497,2,,medium,0.3664315901,Left,3
166,sales,,,3,,low,0.6307800696,Employed,2
270,product,,0.8388030338,6,,low,0.121466774,Left,4
155,sales,,0.4402991273,2,,low,0.4157705686,Left,3
166,sales,1,0.9592613387,4,,medium,0.1660935593,Employed,4
148,sales,,0.6439275708,3,,medium,0.1728793944,Employed,5
134,finance,,0.9288147023,4,,low,0.4705733392,Employed,4
226,engineering,,0.4096328595,6,,low,0.4835742004,Employed,2
136,product,,0.4862687498,2,,medium,0.4211465486,Left,3
76,temp,,,2,,medium,,Employed,
138,sales,,0.4531845892,2,,low,0.4415893244,Left,3
185,IT,,,5,,low,0.6444171299,Employed,3
281,engineering,,0.5780598615,3,,medium,0.3593395516,Employed,2
253,IT,,0.6986552156,4,,low,0.8222628721,Employed,3
181,support,1,0.6815238074,3,,medium,1,Employed,3
215,engineering,1,0.6731027883,5,,medium,0.7625525639,Employed,6
141,,1,0.6251619068,4,,medium,0.6148550204,Employed,2
134,IT,,0.588731656,5,,medium,1,Employed,3
180,engineering,,0.700067361,4,,low,0.9506243689,Employed,3
178,support,,0.4501847865,4,,medium,0.8598637548,Employed,3
226,sales,,0.8083417367,3,,medium,0.6004334778,Employed,2
213,support,,0.6108289299,6,,low,0.4476123844,Left,3
159,engineering,,0.5456078788,4,,low,0.9474797916,Employed,3
229,marketing,,0.6403640015,6,,low,0.1307710577,Employed,6
237,marketing,,0.6058552174,6,,high,0.2379533672,Employed,5
133,support,1,0.4384290828,3,,medium,0.4031802205,Employed,2
255,support,,0.9107767641,7,,low,0.1768530504,Left,4
252,support,1,0.9337529541,4,,medium,0.6741678287,Employed,3
133,engineering,,0.5763181496,2,,low,0.4339376699,Left,3
306,support,,0.7916761457,6,,low,0.1432094138,Left,4
249,management,,0.6599230256,3,,low,0.9468160788,Employed,3
266,sales,1,0.797911547,6,,medium,0.1323862691,Left,4
285,finance,,0.8657702765,3,,low,0.7473506297,Employed,3
245,IT,,0.9662525496,5,,low,0.8863052584,Left,5
214,sales,,0.9952876461,3,,low,0.6488738158,Employed,2
135,engineering,,,3,,low,0.6923552934,Employed,3
190,,,0.7427828763,3,,medium,1,Employed,4
154,IT,,0.5472547014,2,,low,0.3965156846,Left,3
222,sales,,0.4877817156,4,,medium,0.981764266,Employed,3
158,product,,,2,,low,0.4341274519,Left,3
255,IT,,0.5567448791,3,,medium,0.7704515128,Employed,5
310,,,0.7470321674,7,,medium,0.1641267531,Left,4
178,support,1,0.7151224024,4,,medium,0.9136112664,Employed,2
277,IT,,0.9495997166,2,,medium,0.7232118074,Left,3
137,finance,,0.5459857982,2,,medium,0.4424315544,Left,3
155,engineering,,0.5283594865,2,,medium,0.4382851842,Left,3
234,sales,1,0.6179053226,3,,medium,0.8591177908,Employed,3
262,engineering,1,0.9130764017,6,,low,0.1036382,Left,4
199,engineering,,0.5058833411,3,,medium,1,Employed,10
185,engineering,,0.4810748428,3,,medium,0.8345720151,Employed,2
100,sales,1,0.4613563474,6,,medium,0.3950612233,Employed,5
191,,,0.7323632126,2,,medium,0.3486244144,Employed,3
177,IT,1,0.6675153525,3,,low,0.6719116992,Employed,3
177,sales,,0.8735992717,3,,low,0.6319452602,Employed,3
191,IT,,0.7193078576,4,,medium,0.8176211406,Employed,3
261,engineering,,0.9041375727,4,,medium,0.6347053262,Employed,2
192,marketing,,0.6703002824,5,,medium,0.9231183742,Employed,3
291,sales,,0.8192787332,6,,low,0.1017940916,Left,4
164,sales,,0.7146418328,4,,low,0.5244635758,Left,2
259,sales,,0.6690195347,4,,medium,0.8814319746,Employed,2
203,sales,1,0.9062274341,5,,medium,0.9908795066,Employed,5
216,engineering,,0.3996829831,4,,low,0.4473886601,Employed,4
227,procurement,,0.6177346136,5,,low,0.6367121755,Employed,3
260,sales,,0.8849091856,6,,low,0.1097734272,Left,5
236,,,0.6599313821,5,,low,0.8824397088,Employed,2
254,management,,0.628451418,3,,high,0.51584014,Employed,2
169,marketing,1,0.5271197897,3,,medium,0.6848366817,Employed,4
284,,,0.5029595406,2,,low,0.7033327782,Employed,6
184,sales,,,4,,medium,0.659688601,Employed,3
144,sales,,,2,,medium,0.4203002872,Left,3
250,sales,,0.8571215171,6,,low,0.6943853258,Employed,2
174,sales,1,,5,,medium,0.5584674825,Employed,3
256,IT,,0.8488843887,3,,medium,0.7489749119,Employed,2
222,support,1,0.9587585109,4,,medium,0.5008981666,Employed,3
163,sales,1,0.7699538257,3,,low,0.448851017,Employed,2
258,sales,,0.7863044456,5,,medium,0.8449984808,Employed,2
182,engineering,1,0.5092419427,5,,medium,0.8315630399,Employed,2
293,sales,,0.808091035,6,,low,0.09425400035,Left,5
112,marketing,,0.5759334968,2,,medium,0.4461144407,Employed,3
205,engineering,,0.5322964376,3,,medium,0.5691982139,Employed,3
261,finance,,0.831400686,3,1,low,0.5510517141,Employed,8
247,management,,0.7452276603,4,,high,0.6457168117,Employed,10
176,IT,,0.9004462364,3,,medium,0.8066625461,Employed,2
266,support,,,5,,low,0.6048253492,Employed,3
241,IT,,0.5764086928,4,,low,0.875897923,Employed,2
149,sales,,0.6581682047,3,,low,0.9573365095,Employed,3
268,engineering,,0.9170650296,6,,medium,0.07154768339,Left,4
272,sales,,0.9165762585,4,,low,0.8168608607,Employed,2
271,sales,,0.7976615226,4,,low,0.8588645478,Employed,4
257,sales,,0.9475036367,4,,medium,0.5868123588,Employed,3
256,finance,,0.7737645464,4,,high,0.6352075961,Employed,3
149,sales,,0.8893534324,2,,medium,0.1334279629,Employed,5
137,sales,1,0.7558263702,2,,low,0.7178996904,Employed,3
128,finance,,0.4440147345,2,,low,0.3921118449,Left,3
266,support,,0.9415066812,5,,low,0.5951640302,Employed,3
235,management,,0.8862070247,4,,low,0.9439096074,Left,6
241,product,,0.5408401436,3,,low,0.9588880859,Employed,3
272,sales,1,0.6454278511,3,,low,0.9164071031,Employed,2
185,information_technology,,0.9000779537,4,,medium,0.8387316282,Employed,2
126,temp,,,2,,low,,Left,
264,sales,,0.5570274812,4,,medium,0.7236660303,Employed,3
261,support,,0.8981875322,4,,medium,0.8028139887,Employed,2
182,IT,,0.4803696658,3,,low,0.4170147506,Employed,2
111,sales,,0.7998937773,5,,medium,0.3673481103,Employed,4
101,IT,,0.8808323205,3,,low,0.7577864616,Employed,5
147,engineering,,,3,,medium,0.6823535445,Employed,3
247,engineering,,,2,,medium,0.6974269022,Employed,3
284,finance,,0.8297221518,7,,low,0.06953537102,Left,4
236,finance,1,0.534882264,3,,medium,0.8173841315,Employed,3
259,sales,1,0.8351828797,4,,medium,0.4379503805,Employed,7
248,sales,,0.9314871932,4,,low,0.9884286702,Employed,2
145,procurement,,0.9664015523,3,,low,0.7710631068,Employed,2
242,IT,,0.8361959584,3,,low,0.5848377837,Employed,2
253,engineering,,1,4,,low,0.8486556592,Left,5
207,support,,0.8171690174,3,,low,0.9497479326,Employed,2
142,IT,1,,5,,high,0.894110057,Employed,2
221,procurement,,0.5938155262,4,,low,0.8963975527,Employed,2
249,support,,0.6570269255,5,,high,0.2156444299,Employed,5
205,,,0.9519675376,4,,medium,0.5736569243,Employed,4
201,finance,,0.752366226,5,,low,0.716079174,Employed,3
180,engineering,,0.5898249598,3,,medium,0.5041864889,Left,4
273,management,,0.8505416094,4,,low,0.8111833356,Left,5
245,support,,0.8314286855,6,,low,0.1394358931,Left,4
150,engineering,1,0.5319894964,3,,low,0.7847535162,Employed,3
134,sales,,0.8035631483,4,1,low,0.7929850562,Employed,3
303,sales,,0.8170332036,6,,medium,0.08422253839,Left,4
262,IT,,0.4307588481,5,,medium,0.7558932291,Employed,7
97,support,,0.644725804,4,,low,0.2926087791,Employed,2
199,sales,,0.8076378733,2,,low,0.9319903735,Employed,3
158,support,,0.5471585894,2,,low,0.3587733989,Left,3
128,finance,,0.5332225114,2,,high,0.4770015433,Left,3
299,support,,0.8176596643,6,,medium,0.126619227,Left,4
197,support,,0.5853725804,3,,high,0.5931374516,Employed,3
171,support,,0.3345540087,2,,low,0.7016225437,Employed,4
269,engineering,,0.8951013499,5,,low,0.8863463591,Left,5
159,sales,,0.5348600201,2,,low,0.4478600425,Left,3
167,support,,0.9034725862,4,,low,0.9748129802,Employed,4
269,finance,,0.9250545115,6,,medium,0.07285696415,Left,4
216,sales,,0.5784166124,4,,high,0.9921087883,Employed,3
232,,,,3,,low,0.7748574791,Employed,3
240,sales,,0.7945379043,3,,medium,0.9756591634,Employed,7
262,finance,,0.9579482799,4,,medium,0.902868992,Left,6
145,product,,0.5915634354,2,,low,0.3770512042,Employed,2
183,engineering,,0.557763318,4,,low,0.9359454276,Employed,3
250,information_technology,1,0.5323400443,5,,medium,0.1320784414,Employed,5
217,sales,,0.9878701178,3,,low,0.8391120283,Employed,3
250,marketing,,0.9115157508,3,,medium,0.8255410186,Employed,2
155,sales,1,0.6001491128,3,,medium,0.9464191571,Employed,2
143,engineering,,,2,,low,0.3818182792,Left,3
240,marketing,1,0.8342896437,5,,medium,0.7580624145,Left,6
246,sales,,0.9964321203,5,,low,0.8756152501,Left,5
190,sales,,,2,,low,0.6771439475,Employed,3
138,IT,,0.7342944255,3,,medium,0.9771956772,Employed,2
237,support,,0.4081071581,6,,medium,0.488235761,Employed,6
240,marketing,,,4,,low,0.5364584881,Employed,2
135,IT,,0.9660874614,2,,medium,0.7077330361,Employed,4
157,management,1,0.9459221952,5,,medium,0.5700197277,Employed,7
307,IT,,0.867068442,7,,medium,0.07686670669,Left,4
159,sales,,0.4882114545,2,,low,0.4836373464,Left,3
176,support,,0.8621880493,3,,low,0.6381249823,Employed,3
271,sales,1,0.4488154777,4,,high,0.5765645376,Employed,6
226,management,,0.8751356266,5,,high,0.5170203875,Employed,2
213,engineering,,0.6169190877,4,,high,0.810617524,Employed,4
251,support,,0.784065054,6,,low,0.1374616698,Left,4
135,sales,1,0.9467149672,5,,low,0.9757752078,Employed,3
158,engineering,,0.5617413285,4,,medium,0.5590799736,Employed,2
247,sales,,0.6304207586,3,,medium,0.8918054121,Employed,2
161,support,,0.4160544629,4,,low,0.4171598293,Employed,2
118,IT,,0.6081894001,6,,low,0.6545259321,Employed,2
136,support,,,2,,low,0.3864255021,Left,3
255,engineering,1,0.8892490836,5,,low,0.7624511329,Employed,4
157,engineering,,0.7511252091,3,,medium,0.847830245,Employed,3
263,IT,,0.8869979254,5,,low,0.137920042,Left,4
244,sales,,0.9825902719,3,,medium,0.8201949749,Employed,5
185,support,,0.4525477158,4,,low,0.3278903609,Employed,2
159,sales,,0.9113847785,3,,low,0.883838983,Employed,3
192,support,,0.5771127659,2,,low,0.7057404481,Employed,6
255,engineering,,0.9860988959,6,,low,0.166139184,Left,4
221,support,,1,5,,low,0.9411043504,Left,5
265,sales,1,0.9632003979,3,,low,0.6442762011,Employed,3
238,IT,,0.864173421,5,,low,0.8769179384,Left,5
142,support,,0.8699364856,5,,medium,0.2430860296,Employed,4
165,sales,,0.5280399883,4,,high,0.695924587,Employed,4
247,sales,,0.8206831108,4,,high,0.9971221901,Employed,3
264,engineering,,0.85747631,5,,medium,0.880882927,Employed,3
155,support,,0.5149799875,2,,low,0.3970145868,Left,3
168,support,,0.7386256549,4,,medium,0.8998335491,Employed,4
282,support,1,0.5485537912,4,,low,0.2208922453,Employed,4
261,engineering,1,0.5229844653,5,,medium,0.6302063388,Employed,3
76,temp,,,2,,low,,Employed,
227,IT,1,0.5010584715,4,,medium,0.9594796068,Employed,3
240,sales,,,5,,low,0.9998797677,Employed,3
269,IT,,,4,,medium,0.4653784702,Employed,3
271,engineering,,0.9463844308,5,,low,0.9341840317,Left,5
243,engineering,,0.7242701684,5,,medium,0.5907848597,Employed,3
162,sales,,0.8100828285,3,,low,0.5834401782,Employed,2
270,marketing,,0.5421691196,4,,medium,0.9145328085,Employed,2
261,marketing,1,0.6127417211,4,,low,0.7450888313,Employed,3
213,marketing,,0.7887791408,4,,low,0.6661066327,Employed,4
171,marketing,1,0.8580091838,4,,medium,0.5074601836,Employed,3
188,engineering,,0.9619605261,3,,high,0.5935458231,Employed,3
264,product,,0.9723298674,4,,medium,0.8965319536,Left,6
144,support,,0.9471483377,4,,low,0.9585828386,Employed,4
184,management,,0.7009650457,4,,high,0.6847339291,Employed,3
159,procurement,,0.5524369252,2,,low,0.4672463604,Left,3
238,engineering,,0.9281255908,5,,low,0.7676417349,Left,6
148,support,,0.613354704,6,,low,0.5448396846,Employed,4
176,IT,,0.8995545116,3,,medium,0.7653781153,Employed,2
135,sales,1,0.6093883633,4,,medium,0.6097764389,Employed,2
153,finance,,0.5104117626,2,,medium,0.4234524487,Left,3
283,product,,0.5284103306,4,,low,0.3687267876,Employed,4
161,sales,,0.7779556677,3,,low,0.8507936006,Employed,3
132,IT,,0.571914544,2,,medium,0.3271120377,Left,3
301,marketing,,0.9813434999,7,,low,0.07498486882,Left,4
241,IT,,0.7446383257,5,,low,0.4990794548,Employed,3
233,management,,0.7140181336,4,,medium,0.2843290071,Employed,2
220,product,,0.9834980058,4,,low,0.7566588244,Left,5
169,IT,,,5,,low,0.6694435034,Employed,3
244,engineering,,0.8673427711,6,,medium,0.1290527515,Left,4
265,support,,0.3959820433,4,,high,0.7844908274,Employed,6
245,sales,1,0.5940398678,5,,low,0.6552227012,Employed,2
144,sales,,0.7505296372,3,,medium,0.9762367183,Employed,3
249,support,1,0.893547727,4,,medium,0.1487995001,Employed,6
253,engineering,,0.4653834636,6,,high,0.4707198828,Employed,4
246,engineering,,0.8446541606,4,,medium,0.6178164244,Employed,3
241,sales,,0.64887399,5,,low,0.5271478249,Employed,3
177,sales,,0.8414174399,3,,medium,0.8761547332,Employed,2
209,management,,0.9331457917,3,,high,0.6431564782,Employed,2
205,support,,0.7363134578,3,,low,0.6302349997,Employed,3
216,sales,,0.8159250463,3,,medium,0.7885693774,Employed,3
218,marketing,1,0.6663626708,4,,low,0.9316153402,Employed,4
198,sales,,0.9069847468,3,,medium,0.9559941211,Employed,3
160,support,,0.5873166653,2,,low,0.4281883478,Left,3
192,support,,0.382272507,3,,low,0.50932326,Employed,2
247,sales,,0.6331305589,3,,medium,0.8452451511,Employed,2
271,sales,,0.9875919466,6,,low,0.1356835614,Left,4
132,sales,,0.4230793851,2,,low,0.4279655041,Left,3
133,engineering,,0.7096822833,5,,medium,0.5942386999,Employed,10
177,support,,0.6627500348,5,,medium,0.8750676869,Employed,4
229,management,,0.7657236168,3,1,high,0.8291573482,Employed,7
207,support,,0.8266935828,3,,low,0.9639436973,Employed,2
155,support,,0.5250852569,2,,low,0.3538792252,Left,3
143,engineering,,0.470969073,2,,low,0.4668062155,Left,3
258,sales,,,2,,low,0.9408889659,Employed,2
211,sales,1,0.5320549655,3,,low,0.8194170293,Employed,4
160,engineering,,0.7676536125,4,,medium,0.1321151617,Employed,5
96,sales,,0.5928368305,4,,low,0.534602688,Employed,3
281,finance,1,0.6968302882,5,,medium,0.1943546087,Employed,4
154,marketing,,0.5636795241,2,,low,0.4867962998,Left,3
164,procurement,,0.6434032796,3,,medium,0.7788295562,Employed,4
272,finance,,0.9042731282,6,,low,0.1123405257,Left,4
264,management,,0.6341610223,3,,high,0.8186717875,Employed,4
182,sales,,0.6739116921,3,,medium,0.6243539383,Employed,3
246,sales,,0.8877866072,4,,low,0.9609277344,Left,5
277,product,,0.930485575,6,,medium,0.174841512,Left,4
274,engineering,1,,4,,low,0.6691859634,Employed,2
262,sales,,0.8433506292,5,,medium,0.7834043262,Left,6
133,admin,,0.6117809441,5,,medium,0.9560132469,Employed,2
137,engineering,,0.5889195341,3,,low,0.7371261595,Employed,3
250,support,,,3,,medium,0.6975413703,Employed,2
207,sales,,0.9873212983,4,,medium,0.8864733501,Employed,3
170,admin,,0.8371380243,3,,low,0.5070821073,Employed,3
217,procurement,1,0.8816209713,6,1,medium,0.6673138044,Employed,4
200,sales,,0.6427664197,3,,low,0.5534186896,Employed,3
119,sales,,0.4220095101,2,,medium,0.1759102445,Employed,3
257,sales,1,0.8003805123,2,,low,0.6343435982,Employed,2
252,IT,,0.6917303535,3,,low,0.9875472351,Employed,2
156,engineering,,0.53603086,2,,high,0.4464775532,Left,3
137,engineering,,,2,,low,0.4188754194,Left,3
131,engineering,,,2,,low,0.4623857524,Left,3
154,,,0.5237250438,2,,medium,0.3605639456,Left,3
296,admin,,0.9589519011,7,,low,0.1664287051,Left,4
270,support,1,0.8229922239,5,,medium,0.7776643539,Left,5
192,,,0.7082061893,6,,medium,0.5943184308,Employed,6
162,support,,0.47612915,4,,medium,0.9269185533,Employed,2
267,sales,,0.8124820167,5,,medium,0.8131596785,Left,5
247,sales,,0.7496834579,6,,low,0.1304898902,Left,4
147,sales,,0.5417199118,2,,low,0.4894373306,Left,3
195,support,,0.8496581581,2,,medium,0.8114196416,Employed,4
202,product,,0.7533238423,3,,medium,0.857511564,Employed,3
283,engineering,1,0.954020315,3,,low,0.6406852272,Employed,2
265,support,,0.5913243946,4,,medium,0.5530205307,Employed,2
256,finance,,0.5285711051,4,,low,0.5374589553,Employed,3
166,support,,0.832865688,3,,medium,0.9271776257,Employed,3
137,support,,0.7568695755,3,,low,0.899502814,Employed,2
140,support,,0.7579461839,4,,low,0.5774626917,Employed,3
157,finance,,0.4833509893,2,,low,0.3623519784,Left,3
186,marketing,1,0.5681745102,4,,low,0.7598164149,Employed,10
149,sales,,0.939521461,4,1,medium,0.8875328305,Employed,3
243,marketing,,0.9802979525,5,,low,0.9354048641,Left,6
308,,,0.9256299825,7,,medium,0.0951464404,Left,5
256,support,,0.8049196028,6,,medium,0.07856794429,Left,5
198,IT,,0.5470525917,4,,low,0.6716376166,Employed,3
131,sales,,0.5207284329,2,,low,0.4134253737,Left,3
162,information_technology,,0.7195919124,3,,high,0.7560615285,Employed,8
151,sales,,0.7151676136,4,,medium,0.9872679666,Employed,4
270,admin,,,3,,low,0.5333851143,Employed,3
130,sales,,0.4666837344,4,,high,0.5438489059,Employed,10
153,support,,0.7212154719,2,,medium,0.5978203508,Employed,2
221,sales,,0.5572027939,3,,medium,0.6177230353,Employed,2
234,engineering,,1,5,,medium,0.8251717164,Left,5
276,marketing,,0.6437054824,4,,high,0.2288108474,Employed,6
157,information_technology,,0.5476832502,5,,medium,0.6990659455,Employed,2
255,support,,0.8949238738,7,,medium,0.1752500467,Left,4
191,sales,,0.7830641477,3,,medium,0.9690699976,Employed,2
279,admin,,0.8650877819,7,,medium,0.06297758373,Left,4
158,sales,,0.6354564055,4,,low,0.7658500889,Employed,3
242,IT,,0.8377979274,4,,low,0.8293031649,Employed,2
129,engineering,,0.5135542336,2,,medium,0.4779888206,Left,3
238,engineering,,0.6908227888,3,,low,0.740279518,Employed,2
249,sales,,0.5476235867,4,,medium,0.5832748056,Employed,2
238,engineering,,0.849635341,5,,high,0.8036456584,Left,5
251,sales,1,1,5,,low,0.5214506501,Employed,2
246,sales,,0.4409980594,4,,low,0.8549764015,Employed,3
224,engineering,,0.9331536133,4,,medium,0.5647143155,Employed,4
276,finance,,0.781090608,7,,low,0.06627633656,Left,4
168,product,,0.5541352652,4,,medium,0.5053652086,Employed,3
253,marketing,,0.83394962,6,,medium,0.1454136382,Left,4
210,sales,,,4,,medium,0.4701975239,Employed,2
198,sales,,0.5466417626,3,,medium,1,Employed,3
117,sales,,0.9961140265,6,,medium,0.1616581576,Employed,7
52,temp,,,2,,low,,Employed,
212,engineering,,0.798318933,3,,low,0.529552056,Employed,2
235,engineering,,0.87964203,4,,low,0.9432699735,Left,5
309,engineering,,0.7848398017,6,,low,0.07852330503,Left,4
156,sales,,0.7497723818,5,,medium,0.9721512264,Employed,3
137,engineering,,0.5285447324,2,,low,0.3318015293,Left,3
173,sales,,0.4304102201,6,,medium,0.2481037967,Employed,7
273,,1,,3,,low,0.748656145,Employed,3
126,admin,1,0.5435200691,5,,medium,0.1438214234,Employed,3
140,sales,,0.4500757103,2,,low,0.3550176595,Left,3
146,marketing,,0.5195714976,2,,low,0.4264251402,Left,3
197,sales,,0.7481889375,4,,low,0.6203894421,Employed,5
125,support,,0.5619134537,3,,medium,0.7369703679,Employed,6
251,sales,,1,5,,low,0.9513062116,Left,6
136,IT,,0.9614030621,2,,low,0.7069216747,Employed,3
257,support,,0.8549911002,6,,medium,0.1375890957,Left,4
285,engineering,,0.8327849029,2,,low,0.4548462763,Employed,5
151,,1,0.5115976127,2,,low,0.4304626971,Left,3
104,sales,1,0.5851659057,4,,medium,0.2702882767,Employed,7
216,marketing,,1,3,,low,0.7665686148,Employed,3
124,temp,,,3,,low,,Left,
285,IT,,0.4667206238,2,,medium,0.4143749167,Employed,5
66,temp,,,1,,medium,,Employed,
263,,,0.8643988268,5,,low,0.09063469617,Left,4
150,management,,0.6137192392,4,,medium,0.1909726038,Employed,6
208,finance,,0.5927089347,4,,medium,0.8927247497,Employed,3
162,sales,1,0.7837201685,5,,medium,0.1499495249,Employed,4
255,management,1,0.6903134535,3,,low,0.8487381312,Employed,4
250,finance,,0.5938119289,4,,medium,0.5517245452,Employed,2
162,sales,1,0.9558241142,3,,medium,0.534119956,Employed,3
242,support,,0.5337154316,4,,medium,1,Employed,2
258,support,,0.8664877818,3,,low,0.5758689464,Employed,4
269,support,,0.4654087272,4,,medium,0.9914684712,Employed,4
179,sales,,0.4818710857,4,,medium,0.5296198211,Employed,3
160,sales,,0.8664977579,3,,medium,1,Employed,4
163,sales,,0.6244657061,4,,low,0.9624227252,Employed,3
239,product,,0.9609504318,5,,low,0.7963853385,Left,5
136,sales,,0.6046087791,6,,high,0.3090176353,Employed,3
201,support,,0.8408774544,4,,low,0.6823742552,Employed,10
248,IT,,0.8732989772,2,,high,0.4711932654,Employed,4
164,sales,,0.8595908187,4,,medium,0.8582525864,Employed,4
192,finance,,0.9728424204,4,,low,0.2531867003,Left,4
151,finance,,,3,,low,0.8374098021,Employed,3
177,support,,0.6992668247,5,,medium,0.9403959632,Employed,4
144,marketing,,0.4624685308,2,,medium,0.4631614877,Left,3
170,support,,0.453595614,4,,low,0.2815507841,Employed,2
240,finance,,0.7145958447,4,,low,1,Employed,4
245,support,,0.9444781362,5,,medium,0.9207709893,Left,5
